Maximum CPU Burst: 12
1926        3851                   4     1
1927        3852                   5     6
1928        3855                   4     1
1929        3856                   8     9
1930        3857                   5     3
1931        3857                   9     7
1932        3857                  11     6
1933        3857                   6     1
1934        3858                   7     2
1935        3860                   7     6
1936        3862                   8     3
1937        3869                  10     2
1938        3870                   4     2
1939        3870                   8     7
1940        3872                  11     9
1941        3874                  11     1
1942        3879                   5     5
1943        3880                   8     1
1944        3881                   6     9
1945        3883                   4     9
1946        3883                  11     1
1947        3883                   9     4
1948        3884                   4     9
1949        3888                  10     9
1950        3888                   6     6
1951        3888                   8     6
1952        3888                   5     3
1953        3890                   8     9
1954        3892                  10     3
1955        3896                   6     2
1956        3896                  10     2
1957        3896                   4     4
1958        3899                   4     7
1959        3900                   8     5
1960        3902                  11     7
1961        3902                  10     7
1962        3904                   8     6
1963        3904                  10     5
1964        3906                   9     9
1965        3906                   6     8
1966        3910                   6     6
1967        3912                   7     9
1968        3913                   9     1
1969        3913                   7     1
1970        3915                   9     4
1971        3916                  10     3
1972        3917                   6     6
1973        3917                   4     7
1974        3917                   9     1
1975        3917                   6     8
1976        3927                   7     6
1977        3927                   6     4
1978        3927                   9     7
1979        3927                  10     1
1980        3932                   4     2
1981        3933                   5     6
1982        3939                   8     5
1983        3940                   8     2
1984        3940                   8     6
1985        3941                   9     7
1986        3943                  11     9
1987        3945                   8     8
1988        3947                   4     7
1989        3951                   9     7
1990        3951                   5     4
1991        3952                   7     9
1992        3955                   6     1
1993        3957                   7     4
1994        3961                   7     8
1995        3963                   4     4
1996        3969                   4     4
1997        3970                   4     3
1998        3974                  11     3
1999        3976                   8     5
2000        3976                   8     8
2001        3976                   7     5
2002        3979                   7     9
2003        3980                   8     2
2004        3983                   6     1
2005        3985                   8     8
2006        3986                   5     9
2007        3988                   4     6
2008        3991                   7     8
2009        3992                   7     8
2010        3993                  10     5
2011        3997                   8     1
2012        3998                   9     4
2013        4000                   6     7
2014        4002                   6     3
2015        4003                  11     6
2016        4007                   7     7
2017        4011                   8     1
2018        4013                   6     7
2019        4014                   7     8
2020        4014                   5     7
2021        4014                  10     9
2022        4014                   6     9
2023        4014                   8     7
2024        4015                   8     9
2025        4016                   9     4
2026        4016                   8     6
2027        4019                   9     3
2028        4021                   7     8
2029        4022                  10     1
2030        4023                   6     3
2031        4027                   6     4
2032        4027                   9     3
2033        4027                  11     1
2034        4028                   7     9
2035        4032                   7     1
2036        4033                  10     5
2037        4033                   4     7
2038        4034                  11     5
2039        4037                   6     9
2040        4038                   5     7
2041        4040                  10     4
2042        4041                   6     7
2043        4045                  10     3
2044        4047                   8     4
2045        4048                  10     2
2046        4048                   4     4
2047        4051                  10     8
2048        4053                   9     5
2049        4054                   4     9
2050        4057                   6     9
2051        4059                  10     1
2052        4063                   6     3
2053        4067                   4     3
2054        4068                  10     8
2055        4069                   7     7
2056        4073                   9     4
2057        4073                  11     9
2058        4073                   8     4
2059        4073                   7     7
2060        4073                   6     7
2061        4074                   9     6
2062        4077                  11     2
2063        4079                   4     9
2064        4080                   7     9
2065        4081                   9     1
2066        4084                  11     4
2067        4087                   6     9
2068        4088                   6     5
2069        4088                   7     2
2070        4089                   6     8
2071        4090                   7     2
2072        4092                  11     7
2073        4092                   7     1
2074        4094                   7     7
2075        4094                  10     7
2076        4095                   7     3
2077        4100                   8     8
2078        4101                  10     5
2079        4102                  11     5
2080        4113                   9     6
2081        4117                   7     8
2082        4118                   5     8
2083        4118                  11     1
2084        4119                   5     9
2085        4123                   6     4
2086        4125                  10     6
2087        4128                   8     6
2088        4128                   7     2
2089        4132                   6     7
2090        4143                   8     9
2091        4143                   8     7
2092        4145                   5     1
2093        4145                  11     2
2094        4145                   6     9
2095        4145                  11     2
2096        4147                   9     9
2097        4150                   8     8
2098        4151                   5     8
2099        4155                   4     3
2100        4157                   7     8
2101        4158                   5     3
2102        4158                   6     1
2103        4160                   9     6
2104        4161                  10     2
2105        4163                   6     9
2106        4163                   9     9
2107        4164                   5     3
2108        4164                   5     4
2109        4164                   5     3
2110        4166                   7     5
2111        4166                   7     2
2112        4166                   6     6
2113        4168                   4     8
2114        4171                   4     6
2115        4171                   6     5
2116        4171                   7     2
2117        4172                   7     9
2118        4177                  11     2
2119        4177                  10     4
2120        4177                   7     4
2121        4181                   6     2
2122        4182                   7     2
2123        4185                   5     4
2124        4187                  10     5
2125        4188                   8     3
2126        4191                   9     7
2127        4192                   4     7
2128        4192                  11     9
2129        4193                  10     6
2130        4200                   4     9
2131        4207                   8     4
2132        4210                   7     3
2133        4210                   9     2
2134        4215                   8     4
2135        4215                   9     4
2136        4215                  11     3
2137        4223                   8     6
2138        4226                  10     1
2139        4228                  10     9
2140        4229                   7     3
2141        4236                  10     6
2142        4236                  10     7
2143        4236                  10     9
2144        4237                   7     1
2145        4241                   8     6
2146        4246                   9     6
2147        4246                   6     7
2148        4248                   7     6
2149        4249                  11     5
2150        4249                   7     8
2151        4262                   6     9
2152        4262                  10     2
2153        4262                  10     1
2154        4268                   7     6
2155        4268                   9     6
2156        4271                   5     2
2157        4271                   9     2
2158        4274                   5     7
2159        4276                   6     9
2160        4277                  10     9
2161        4284                   5     2
2162        4286                   4     5
2163        4293                   6     2
2164        4293                  10     3
2165        4296                   5     3
2166        4297                   9     5
2167        4298                  10     2
2168        4302                   6     6
2169        4303                   9     3
2170        4303                   6     4
2171        4303                   4     4
2172        4307                   9     3
2173        4307                   7     1
2174        4311                   4     5
2175        4314                   9     7
2176        4320                   7     7
2177        4325                   6     8
2178        4327                   5     3
2179        4334                   4     7
2180        4337                   5     3
2181        4338                   7     7
2182        4338                   5     1
2183        4338                   8     7
2184        4338                   4     1
2185        4339                   7     2
2186        4343                   7     8
2187        4346                   4     5
2188        4347                  11     3
2189        4349                   6     7
2190        4350                   8     7
2191        4351                   7     2
2192        4353                   5     3
2193        4355                   6     9
2194        4356                   9     3
2195        4359                   7     2
2196        4360                   5     6
2197        4360                   4     1
2198        4366                   6     9
2199        4366                   8     9
2200        4367                   7     4
2201        4367                   4     6
2202        4367                   7     6
2203        4368                   5     8
2204        4372                   5     6
2205        4372                   7     2
2206        4373                   7     7
2207        4374                   5     5
2208        4375                  10     9
2209        4378                   4     8
2210        4379                   8     1
2211        4381                   7     4
2212        4382                  10     6
2213        4384                  10     5
2214        4384                   6     2
2215        4385                   8     1
2216        4386                   8     8
2217        4387                   9     9
2218        4387                   8     2
2219        4389                   5     8
2220        4390                   6     9
2221        4392                   9     5
2222        4394                  11     7
2223        4395                   8     4
2224        4395                   6     2
2225        4396                   4     7
2226        4397                   7     7
2227        4398                   8     7
2228        4401                   9     8
2229        4403                   8     1
2230        4408                   8     9
2231        4409                   4     4
2232        4410                  11     2
2233        4411                   6     7
2234        4414                   6     9
2235        4415                   9     7
2236        4417                   7     8
2237        4417                   6     6
2238        4424                   9     2
2239        4425                  10     4
2240        4428                  11     3
2241        4428                   7     9
2242        4428                   9     1
2243        4431                  11     8
2244        4433                   8     1
2245        4433                   9     2
2246        4436                   6     1
2247        4438                   6     7
2248        4440                  10     1
2249        4442                   6     9
2250        4444                  11     4
2251        4446                   6     4
2252        4447                  10     7
2253        4448                   9     1
2254        4449                   6     5
2255        4451                   4     8
2256        4452                   7     2
2257        4455                   9     6
2258        4457                   4     9
2259        4463                   8     6
2260        4465                  11     4
2261        4465                  10     3
2262        4465                  11     6
2263        4468                   5     8
2264        4468                   8     9
2265        4469                  11     5
2266        4477                   6     1
2267        4478                   9     8
2268        4479                   4     4
2269        4482                   6     8
2270        4484                   7     1
2271        4486                   5     4
2272        4488                   8     6
2273        4492                   5     2
2274        4493                   9     4
2275        4494                   5     2
2276        4494                  11     9
2277        4497                  10     9
2278        4498                   6     9
2279        4499                  10     6
2280        4499                   5     9
2281        4501                   5     2
2282        4501                   7     8
2283        4503                   5     9
2284        4508                   5     1
2285        4509                  11     9
2286        4511                   7     4
2287        4514                   5     5
2288        4520                   8     1
2289        4522                   5     8
2290        4524                   5     1
2291        4524                   5     5
2292        4525                   6     3
2293        4528                   5     7
2294        4538                   8     9
2295        4539                   9     8
2296        4539                   6     4
2297        4541                   9     5
2298        4543                  11     8
2299        4548                   5     1
2300        4550                   8     8
2301        4551                  11     2
2302        4555                   9     4
2303        4557                   7     1
2304        4558                   4     2
2305        4569                   9     1
2306        4569                   5     6
2307        4570                   5     8
2308        4572                   9     8
2309        4573                   7     6
2310        4574                   5     4
2311        4580                   5     9
2312        4580                   5     9
2313        4580                   7     1
2314        4582                   8     1
2315        4583                   4     3
2316        4584                  10     8
2317        4594                   6     1
2318        4594                   4     9
2319        4596                   6     5
2320        4599                  10     5
2321        4599                   4     1
2322        4601                   4     5
2323        4602                   9     1
2324        4606                   6     9
2325        4607                  10     2
2326        4608                   7     8
2327        4609                   7     6
2328        4610                   4     4
2329        4611                  10     6
2330        4612                   4     2
2331        4615                  11     5
2332        4615                   8     7
2333        4615                   4     1
2334        4616                  10     5
2335        4619                   9     6
2336        4619                  10     9
2337        4621                  11     5
2338        4621                  10     2
2339        4622                  11     6
2340        4623                   5     3
2341        4623                   9     1
2342        4627                  11     9
2343        4630                   5     8
2344        4633                  11     4
2345        4634                   8     3
2346        4637                   8     7
2347        4642                   4     1
2348        4642                   4     7
2349        4643                   7     5
2350        4644                   9     2
2351        4645                  11     4
2352        4646                   7     8
2353        4648                   4     7
2354        4648                  10     7
2355        4648                   7     9
2356        4654                   8     5
2357        4654                   9     1
2358        4655                   9     9
2359        4658                   7     5
2360        4659                   6     4
2361        4663                   8     3
2362        4663                   5     3
2363        4667                  10     5
2364        4667                   8     7
2365        4667                   8     4
2366        4671                   7     3
2367        4672                   6     8
2368        4675                   9     8
2369        4683                   9     9
2370        4684                  11     5
2371        4685                   5     4
2372        4691                   4     8
2373        4692                   4     9
2374        4693                  10     2
2375        4693                   9     8
2376        4696                   8     1
2377        4706                   4     4
2378        4707                   5     3
2379        4710                   4     3
2380        4710                   6     3
2381        4711                  11     1
2382        4712                   4     1
2383        4715                   4     8
2384        4716                   4     5
2385        4717                   5     5
2386        4717                   7     6
2387        4721                   8     2
2388        4723                   6     9
2389        4728                   5     4
2390        4732                   8     8
2391        4733                   4     2
2392        4734                   8     9
2393        4735                   4     8
2394        4735                  10     9
2395        4735                   6     3
2396        4736                   7     4
2397        4736                   9     9
2398        4737                   5     1
2399        4738                   8     9
2400        4740                   8     3
2401        4742                   8     1
2402        4745                  11     4
2403        4748                  10     4
2404        4750                   5     6
2405        4751                   8     2
2406        4751                   4     6
2407        4753                  11     2
2408        4754                  11     2
2409        4755                   8     9
2410        4756                   7     8
2411        4764                   5     9
2412        4770                  10     5
2413        4777                  11     1
2414        4780                  11     5
2415        4782                   6     6
2416        4783                   9     4
2417        4788                   7     1
2418        4790                   5     1
2419        4791                   8     7
2420        4793                   4     3
2421        4793                  11     8
2422        4795                   7     9
2423        4795                   5     4
2424        4800                   4     1
2425        4800                   6     7
2426        4800                   5     3
2427        4802                   6     1
2428        4803                   8     3
2429        4807                   4     6
2430        4810                   6     7
2431        4811                   4     8
2432        4813                   8     3
2433        4814                   8     4
2434        4814                   4     9
2435        4817                   8     8
2436        4819                   8     8
2437        4820                   7     6
2438        4822                   4     9
2439        4824                   8     4
2440        4825                   8     6
2441        4826                  10     5
2442        4826                   9     8
2443        4826                   9     6
2444        4827                   4     7
2445        4828                   7     2
2446        4829                  11     7
2447        4834                  10     1
2448        4841                  10     8
2449        4844                   6     5
2450        4846                   4     9
2451        4848                  11     1
2452        4858                  11     5
2453        4860                   5     7
2454        4868                   4     2
2455        4868                   8     4
2456        4871                   7     1
2457        4871                   9     2
2458        4874                   5     4
2459        4875                  10     4
2460        4877                  10     5
2461        4880                   8     2
2462        4882                  11     1
2463        4883                   8     6
2464        4884                   4     4
2465        4884                   6     8
2466        4884                   9     6
2467        4890                   8     3
2468        4895                  10     7
2469        4905                   5     6
2470        4906                  10     3
2471        4906                   9     6
2472        4906                   5     2
2473        4907                   8     6
2474        4911                  10     9
2475        4916                   4     6
2476        4917                   9     7
2477        4918                   7     8
2478        4920                   5     4
2479        4921                  11     3
2480        4922                   9     1
2481        4924                   6     8
2482        4925                  11     3
2483        4927                   5     7
2484        4935                   5     4
2485        4937                  11     5
2486        4939                   5     1
2487        4941                   9     6
2488        4942                   5     3
2489        4943                  10     9
2490        4945                   7     8
2491        4945                   9     2
2492        4947                   4     3
2493        4949                   6     9
2494        4950                   9     6
2495        4950                   6     8
2496        4952                   5     2
2497        4956                   9     7
2498        4956                   8     2
2499        4957                   6     1
2500        4958                   4     4
2501        4962                   7     9
2502        4963                   8     3
2503        4970                   4     8
2504        4971                  10     4
2505        4971                   6     1
2506        4972                   4     4
2507        4974                   7     1
2508        4974                   8     6
2509        4976                   6     5
2510        4978                   9     7
2511        4980                   6     5
2512        4981                  11     9
2513        4981                   9     8
2514        4982                  11     5
2515        4982                   8     3
2516        4982                   5     9
2517        4983                   6     5
2518        4989                   8     8
2519        4989                  11     1
2520        4990                   8     1
2521        4991                  11     1
2522        4995                   5     5
2523        4997                   7     9
2524        5002                   6     3
2525        5010                   5     4
2526        5012                   8     3
2527        5013                   4     2
2528        5013                  11     5
2529        5014                  10     6
2530        5015                   5     9
2531        5022                   7     3
2532        5027                   7     3
2533        5028                   6     9
2534        5029                  10     7
2535        5037                   9     7
2536        5039                   8     7
2537        5043                  11     3
2538        5044                   4     5
2539        5052                   5     2
2540        5052                   4     1
2541        5055                   4     1
2542        5056                   5     7
2543        5062                   5     2
2544        5063                  11     2
2545        5064                   4     2
2546        5064                   6     5
2547        5065                   8     6
2548        5069                  11     3
2549        5071                  10     6
2550        5073                   8     9
2551        5073                   7     7
2552        5076                   5     7
2553        5079                   8     5
2554        5080                   9     3
2555        5086                   7     1
2556        5087                  11     8
2557        5088                   7     8
2558        5089                   6     3
2559        5092                  11     8
2560        5094                  10     7
2561        5097                   7     5
2562        5098                   7     9
2563        5101                   5     1
2564        5105                   7     1
2565        5106                   4     1
2566        5108                   9     3
2567        5112                   4     4
2568        5113                   4     7
2569        5115                   8     3
2570        5115                  10     6
2571        5119                  10     8
2572        5120                   4     3
2573        5122                  10     8
2574        5124                   6     7
2575        5129                   8     4
2576        5131                   4     4
2577        5133                   5     7
2578        5134                   6     7
2579        5136                   5     5
2580        5141                   5     1
2581        5142                   5     8
2582        5146                   4     2
2583        5151                  11     3
2584        5153                  11     2
2585        5155                  10     3
2586        5157                   4     5
2587        5159                   9     1
2588        5159                  11     8
2589        5159                  10     3
2590        5164                   7     9
2591        5168                   5     1
2592        5169                  11     4
2593        5170                   6     3
2594        5171                  10     8
2595        5174                   6     1
2596        5175                   4     5
2597        5175                   5     2
2598        5175                  11     2
2599        5176                   9     1
2600        5184                  10     4
2601        5186                   6     3
2602        5189                  11     9
2603        5189                   4     5
2604        5190                   8     8
2605        5192                   8     3
2606        5193                   8     2
2607        5193                   4     1
2608        5193                   7     7
2609        5197                   9     6
2610        5200                  11     8
2611        5202                   9     3
2612        5203                   8     9
2613        5203                  11     8
2614        5204                   9     7
2615        5208                   4     5
2616        5212                   4     3
2617        5214                   8     2
2618        5216                   5     4
2619        5217                   7     1
2620        5218                  10     2
2621        5219                   9     6
2622        5223                   6     3
2623        5229                  11     8
2624        5231                   4     7
2625        5235                  11     1
2626        5236                  11     8
2627        5239                  11     2
2628        5241                  11     4
2629        5245                   6     5
2630        5246                   6     3
2631        5246                   4     6
2632        5247                   8     7
2633        5248                   6     2
2634        5248                   6     7
2635        5253                   5     6
2636        5253                  11     7
2637        5254                   9     9
2638        5257                   9     9
2639        5262                   6     8
2640        5265                   9     4
2641        5266                  11     8
2642        5266                  10     4
2643        5269                   9     6
2644        5270                   5     3
2645        5270                  11     2
2646        5271                  11     6
2647        5273                   8     7
2648        5273                   6     3
2649        5276                   8     5
2650        5279                   6     8
2651        5279                   6     3
2652        5285                   8     4
2653        5286                   8     8
2654        5293                   7     1
2655        5294                   9     4
2656        5300                   9     1
2657        5301                   6     7
2658        5303                   9     8
2659        5303                   4     5
2660        5303                   7     3
2661        5305                   5     7
2662        5305                   9     4
2663        5305                   6     1
2664        5308                   5     5
2665        5310                   5     1
2666        5314                   7     5
2667        5315                   8     8
2668        5316                  10     5
2669        5318                   4     9
2670        5321                   9     2
2671        5326                   5     1
2672        5327                  11     3
2673        5328                   4     1
2674        5328                   6     8
2675        5331                  11     7
2676        5337                   5     2
2677        5338                  10     8
2678        5339                   7     2
2679        5347                   8     4
2680        5347                   7     3
2681        5349                   9     2
2682        5350                   8     1
2683        5353                   4     9
2684        5353                   6     2
2685        5354                   4     8
2686        5355                   5     9
2687        5356                  11     6
2688        5357                   8     1
2689        5357                   8     5
2690        5358                   9     2
2691        5358                  10     3
2692        5360                   6     3
2693        5360                   4     6
2694        5360                   4     6
2695        5360                   8     7
2696        5360                   7     4
2697        5360                   6     8
2698        5361                  10     7
2699        5362                   7     9
2700        5362                  10     9
2701        5363                  10     7
2702        5364                  10     7
2703        5366                   6     4
2704        5367                   5     6
2705        5372                   6     8
2706        5374                   7     2
2707        5376                   8     8
2708        5379                  10     3
2709        5380                   7     6
2710        5380                  10     7
2711        5382                  10     9
2712        5383                   9     3
2713        5383                   4     1
2714        5387                   4     4
2715        5388                  11     9
2716        5389                   6     4
2717        5399                   8     7
2718        5409                   4     4
2719        5410                   4     5
2720        5410                   9     4
2721        5413                   9     5
2722        5416                   7     9
2723        5417                  10     9
2724        5417                   8     1
2725        5417                   8     6
2726        5421                  10     8
2727        5422                   9     5
2728        5427                   6     2
2729        5427                   5     9
2730        5429                   9     6
2731        5433                  11     5
2732        5434                   6     5
2733        5437                   7     4
2734        5438                   5     6
2735        5440                  11     7
2736        5442                  11     4
2737        5444                   6     7
2738        5444                  11     6
2739        5444                   7     4
2740        5447                   8     7
2741        5452                   7     2
2742        5454                  11     4
2743        5455                  11     6
2744        5456                   8     7
2745        5457                   4     8
2746        5460                   4     7
2747        5460                   7     6
2748        5460                  11     5
2749        5461                   8     5
2750        5463                   4     2
2751        5464                   4     1
2752        5466                  11     2
2753        5468                  11     8
2754        5473                   5     3
2755        5473                   9     3
2756        5474                   9     1
2757        5475                  11     7
2758        5482                   4     6
2759        5482                   4     6
2760        5482                   7     5
2761        5486                   4     1
2762        5489                   5     5
2763        5489                   5     5
2764        5490                   8     2
2765        5491                   8     5
2766        5491                  10     9
2767        5491                  10     9
2768        5492                   8     3
2769        5494                   8     1
2770        5495                   9     5
2771        5497                  10     2
2772        5497                   5     3
2773        5497                   9     3
2774        5499                   5     6
2775        5500                   6     6
2776        5502                   7     2
2777        5505                   7     8
2778        5507                   9     2
2779        5517                   6     6
2780        5519                   4     2
2781        5522                   6     1
2782        5525                   5     9
2783        5527                   6     3
2784        5528                  11     6
2785        5528                   5     8
2786        5532                   6     3
2787        5532                   4     4
2788        5533                   5     4
2789        5535                   9     3
2790        5535                   5     7
2791        5536                   5     6
2792        5537                   8     4
2793        5537                   5     2
2794        5538                  11     4
2795        5543                   5     1
2796        5543                   6     7
2797        5547                  10     9
2798        5549                  11     7
2799        5551                  10     1
2800        5559                   7     1
2801        5560                   7     4
2802        5564                   9     5
2803        5566                   6     8
2804        5566                   5     9
2805        5568                   5     1
2806        5570                   4     6
2807        5571                  10     4
2808        5571                   7     3
2809        5572                  10     5
2810        5573                   5     1
2811        5575                  10     1
2812        5577                   7     4
2813        5580                   5     7
2814        5583                   6     5
2815        5583                   8     6
2816        5584                   5     4
2817        5589                   9     7
2818        5591                   4     3
2819        5596                   9     3
2820        5598                   9     2
2821        5601                   5     2
2822        5601                  10     5
2823        5605                  10     2
2824        5605                   7     3
2825        5610                   8     9
2826        5610                   5     4
2827        5611                   8     9
2828        5611                   5     1
2829        5611                  10     7
2830        5612                  10     8
2831        5613                   9     9
2832        5613                   5     9
2833        5613                   6     3
2834        5627                   4     8
2835        5631                  11     6
2836        5633                   4     4
2837        5638                  10     9
2838        5640                   5     9
2839        5641                   5     9
2840        5642                   5     6
2841        5642                  10     5
2842        5642                   5     1
2843        5643                  10     5
2844        5643                   4     7
2845        5643                  11     8
2846        5646                   5     7
2847        5646                   4     7
2848        5650                   6     5
2849        5650                   6     2
2850        5651                   8     3
2851        5654                  11     6
2852        5654                   6     5
2853        5654                  11     2
2854        5655                  11     4
2855        5656                   6     7
2856        5659                  10     7
2857        5660                   8     2
2858        5660                   8     4
2859        5662                   4     5
2860        5664                  11     9
2861        5665                   9     4
2862        5672                   4     2
2863        5674                   5     1
2864        5674                   6     6
2865        5676                   5     4
2866        5677                   9     8
2867        5678                   8     6
2868        5680                   4     6
2869        5683                  11     8
2870        5685                   9     6
2871        5688                  10     4
2872        5692                  11     8
2873        5693                  11     6
2874        5699                   7     5
2875        5702                   5     1
2876        5703                   9     7
2877        5704                   7     9
2878        5705                   5     3
2879        5705                   7     4
2880        5706                   7     7
2881        5709                   7     2
2882        5710                   6     9
2883        5713                   6     4
2884        5715                  10     2
2885        5719                   5     5
2886        5719                   7     4
2887        5726                   6     7
2888        5728                  11     7
2889        5731                  11     6
2890        5732                   5     8
2891        5736                  10     6
2892        5739                   7     3
2893        5740                   6     8
2894        5744                  10     5
2895        5744                  11     5
2896        5744                   6     7
2897        5748                   5     6
2898        5748                   5     2
2899        5748                   8     6
2900        5749                   7     5
2901        5752                   4     3
2902        5754                   4     6
2903        5758                   6     3
2904        5758                   5     7
2905        5763                   8     2
2906        5767                  10     5
2907        5767                  10     5
2908        5767                   6     7
2909        5769                   7     4
2910        5770                   5     1
2911        5773                   6     3
2912        5774                   9     7
2913        5775                   6     4
2914        5780                   4     3
2915        5780                   7     2
2916        5784                   9     4
2917        5785                  11     3
2918        5787                   8     7
2919        5788                   8     3
2920        5791                   7     6
2921        5795                  11     5
2922        5796                   6     8
2923        5797                   9     7
2924        5797                   5     7
2925        5803                   7     8
2926        5803                   9     3
2927        5804                   5     7
2928        5804                  10     1
2929        5804                   6     1
2930        5806                   5     4
2931        5808                   7     6
2932        5812                   4     6
2933        5815                   9     1
2934        5815                   5     7
2935        5815                  10     7
2936        5816                   5     4
2937        5818                   8     5
2938        5822                  11     5
2939        5824                  10     4
2940        5828                   7     6
2941        5829                   7     1
2942        5829                   8     7
2943        5829                   7     9
2944        5832                  10     9
2945        5834                   5     5
2946        5837                   4     1
2947        5837                   6     5
2948        5839                   6     3
2949        5840                   4     4
2950        5842                   5     3
2951        5843                   8     8
2952        5847                   6     9
2953        5848                  10     2
2954        5850                   5     1
2955        5853                   9     6
2956        5854                  10     3
2957        5855                   5     5
2958        5857                  10     4
2959        5858                  10     9
2960        5859                   6     1
2961        5859                   4     1
2962        5863                   7     7
2963        5863                  10     4
2964        5866                  10     7
2965        5867                   7     3
2966        5868                  10     8
2967        5869                   4     8
2968        5869                  10     3
2969        5869                   9     2
2970        5870                   5     6
2971        5876                  10     2
2972        5879                  11     5
